0,173,0.000000,1,173.69.165.220;
0,173,4.233101,2,173.69.165.220;
0,173,0.000071,3,173.69.165.220;
1,72,0.000000,1,72.83.137.120;
1,72,5.814081,1,72.83.137.120;
1,72,1.927489,2,72.83.137.120;
1,72,0.000071,3,72.83.137.120;
1,72,3.125342,3,72.83.137.120;
1,72,9.127045,3,72.83.137.120;
1,72,7.886631,3,72.83.137.120;
1,72,3.422395,3,72.83.137.120;
1,72,9.125502,3,72.83.137.120;
1,72,23.828878,3,72.83.137.120;
1,72,2.527215,3,72.83.137.120;
1,72,17.465148,3,72.83.137.120;
1,72,5.477230,3,72.83.137.120;
1,72,0.827659,3,72.83.137.120;
1,72,0.869912,3,72.83.137.120;
1,72,0.812440,3,72.83.137.120;
1,72,39.039588,3,72.83.137.120;
1,72,20.811712,3,72.83.137.120;
1,72,2.762651,3,72.83.137.120;
1,72,198.604522,3,72.83.137.120;
1,72,7.512467,3,72.83.137.120;
1,72,431.804538,3,72.83.137.120;
1,72,3.902329,3,72.83.137.120;
1,72,24.304592,3,72.83.137.120;
1,72,1.197266,3,72.83.137.120;
2,74,0.000000,1,74.71.24.173;
2,74,4.658124,2,74.71.24.173;
2,74,0.000077,3,74.71.24.173;
2,74,1.998757,1,74.71.24.173;
2,74,3.783870,4,74.71.24.173;
2,74,5.103942,2,74.71.24.173;
2,74,0.000051,3,74.71.24.173;
3,71,0.000000,1,71.244.250.152;
3,71,11.591998,2,71.244.250.152;
3,71,0.000046,3,71.244.250.152;
3,71,5.798769,3,71.244.250.152;
3,71,36.059909,1,71.244.250.152;
3,71,1.697240,3,71.244.250.152;
3,71,0.782913,3,71.244.250.152;
3,71,18.917012,3,71.244.250.152;
3,71,1.410044,3,71.244.250.152;
3,71,20.862334,1,71.244.250.152;
3,71,3.546915,3,71.244.250.152;
3,71,7.863157,1,71.244.250.152;
3,71,1.604334,3,71.244.250.152;
3,71,31.212315,1,71.244.250.152;
3,71,1.787066,2,71.244.250.152;
3,71,0.000063,3,71.244.250.152;
3,71,61.994405,1,71.244.250.152;
3,71,1.952400,2,71.244.250.152;
3,71,0.000060,3,71.244.250.152;
3,71,11.317553,0,71.244.250.152;
3,71,272.527607,3,71.244.250.152;
3,71,1.539463,1,71.244.250.152;
3,71,3.224836,3,71.244.250.152;
3,71,1.702581,3,71.244.250.152;
3,71,104.931625,3,71.244.250.152;
3,71,63.164130,3,71.244.250.152;
3,71,26.859229,1,71.244.250.152;
3,71,3.035233,3,71.244.250.152;
3,71,8.854971,3,71.244.250.152;
3,71,36.121874,3,71.244.250.152;
3,71,42.274935,3,71.244.250.152;
3,71,37.421746,3,71.244.250.152;
3,71,27.100192,3,71.244.250.152;
3,71,39.509200,3,71.244.250.152;
3,71,73.234569,3,71.244.250.152;
3,71,45.221417,0,71.244.250.152;
3,71,18.550274,3,71.244.250.152;
3,71,83.398870,3,71.244.250.152;
4,104,0.000000,1,104.129.194.51;
4,104,10.164043,2,104.129.194.51;
4,104,0.000040,3,104.129.194.51;
4,104,11.898395,1,104.129.194.51;
4,104,2.623950,1,104.129.194.51;
4,104,2.014727,3,104.129.194.51;
4,104,34.309458,1,104.129.194.51;
4,104,3.078126,2,104.129.194.51;
4,104,0.000066,3,104.129.194.51;
4,104,62.377310,1,104.129.194.51;
4,104,1.900812,2,104.129.194.51;
4,104,0.000055,3,104.129.194.51;
4,104,180.388911,3,104.129.194.51;
4,104,1.285569,3,104.129.194.51;
4,104,0.793325,3,104.129.194.51;
5,108,0.000000,1,108.176.196.73;
5,108,4.593559,1,108.176.196.73;
5,108,3.119112,2,108.176.196.73;
5,108,0.000067,3,108.176.196.73;
5,108,9.680125,3,108.176.196.73;
5,108,2.028580,3,108.176.196.73;
5,108,7.938706,3,108.176.196.73;
5,108,1.968439,3,108.176.196.73;
5,108,0.722513,3,108.176.196.73;
5,108,6.141082,3,108.176.196.73;
5,108,0.982528,3,108.176.196.73;
5,108,10.213521,3,108.176.196.73;
5,108,6.650127,3,108.176.196.73;
5,108,2.845051,3,108.176.196.73;
5,108,15.733706,3,108.176.196.73;
5,108,1.401122,3,108.176.196.73;
5,108,11.627113,3,108.176.196.73;
5,108,1.621912,3,108.176.196.73;
5,108,0.599233,3,108.176.196.73;
5,108,19.838621,3,108.176.196.73;
5,108,0.852426,3,108.176.196.73;
5,108,4.598006,3,108.176.196.73;
5,108,1.472524,3,108.176.196.73;
5,108,1.506998,3,108.176.196.73;
5,108,3.801276,3,108.176.196.73;
5,108,0.873508,3,108.176.196.73;
5,108,9.353398,3,108.176.196.73;
5,108,18.375624,3,108.176.196.73;
5,108,4.562126,3,108.176.196.73;
5,108,5.665955,3,108.176.196.73;
5,108,10.838715,3,108.176.196.73;
5,108,13.899665,3,108.176.196.73;
5,108,1.444945,3,108.176.196.73;
